Cutting speed,Feed rate,Tool nose radius,Depth of cut,Tool material,Workpiece material,Machining time,Spindle speed,Coolant use,Operator ID,Roughness
165.63,0.14,0.47,0.1,HSS,Steel,47.96,1670,0,OP002,5560.435714
236.87,0.291,0.95,2.62,HSS,Aluminum,99.31,2719,1,OP012,295.1476876
59.17,0.094,0.8,2.4,Ceramic,Aluminum,390.86,2103,0,OP014,209.822695
113.11,0.253,0.71,1.92,HSS,Steel,542.44,1534,1,OP016,165.3246459
228.34,0.39,0.91,2.28,Carbide,Brass,385.53,1232,0,OP011,233.6812865
273.8,0.206,0.96,0.54,Carbide,Aluminum,106.39,1438,1,OP020,2362.891046
177.92,0.349,0.4,1.43,Carbide,Brass,95.98,1772,0,OP009,142.6012383
183.03,0.408,0.53,1.12,Carbide,Steel,511.19,1298,0,OP010,212.2853204
76.79,0.467,0.97,0.37,HSS,Aluminum,109.4,2922,1,OP017,431.0799236
161.85,0.156,0.93,1.51,HSS,Steel,326.53,2833,1,OP012,638.9900662
183.15,0.23,1.17,2.77,Ceramic,Brass,51.15,2677,0,OP006,336.3451577
110.62,0.119,1.01,0.22,HSS,Steel,75.98,1555,0,OP019,4267.616501
117.31,0.497,1.16,0.95,HSS,Steel,413.24,2228,1,OP011,288.2126443
144.32,0.467,0.96,0.7,HSS,Aluminum,422.83,2757,1,OP009,423.8213521
55.02,0.293,0.64,0.79,Ceramic,Steel,224.64,2626,0,OP006,152.1268415
130.52,0.429,0.48,2.73,Carbide,Steel,152.9,1536,0,OP016,53.49317349
102.86,0.284,1.03,1.46,HSS,Steel,493.81,781,1,OP020,255.5127339
131.87,0.331,0.92,1.45,Ceramic,Aluminum,153.75,689,1,OP016,252.7771643
79.94,0.09,0.44,2.31,Ceramic,Brass,338.96,1943,1,OP006,169.1851852
272.63,0.39,0.69,0.55,Ceramic,Brass,581.88,2107,1,OP005,876.9916084
198.4,0.107,1.17,1.51,Carbide,Steel,114.28,2625,1,OP004,1436.702358
219.78,0.422,0.8,1.35,HSS,Aluminum,566.3,1231,0,OP002,308.6255924
247.29,0.402,0.75,1.83,Ceramic,Steel,134.25,919,0,OP006,252.1103499
174.61,0.369,0.77,3,Carbide,Brass,353.44,1448,1,OP009,121.4541102
71.73,0.066,0.57,2.33,Ceramic,Aluminum,244.89,1384,0,OP017,265.8739758
184.28,0.186,0.69,1.25,Ceramic,Brass,580.01,831,0,OP014,546.8954839
196.71,0.168,0.7,2.5,Ceramic,Brass,185.92,2181,1,OP007,327.85
236.36,0.212,0.44,0.6,Ceramic,Aluminum,257.81,1772,0,OP019,817.5974843
157.91,0.089,1.01,0.19,Ceramic,Aluminum,590.23,2303,0,OP001,9431.643998
81.9,0.472,0.73,0.69,Carbide,Steel,335.79,1382,0,OP020,183.5759027
120.94,0.299,1.06,1.09,HSS,Steel,316.5,1314,1,OP015,393.3490841
140.77,0.187,1.08,1.58,HSS,Brass,176.93,1681,1,OP018,514.5589928
211.48,0.229,0.57,1.88,HSS,Aluminum,429.78,2694,0,OP003,279.9953545
192.69,0.251,0.93,2.74,HSS,Aluminum,38.19,601,0,OP018,260.5660569
139.02,0.32,0.78,1.58,Carbide,Steel,58.22,2512,0,OP002,214.4691456
296.63,0.282,1.1,1.55,Carbide,Brass,371.63,1422,0,OP010,746.4950812
201.44,0.464,0.57,0.25,Carbide,Brass,224.75,2637,0,OP011,989.8344828
109.31,0.274,0.94,0.2,Ceramic,Steel,573.39,2506,0,OP003,1875.025547
75.45,0.496,0.89,1.7,Ceramic,Aluminum,544.82,1372,1,OP007,79.63768975
88.21,0.433,0.64,1.37,Ceramic,Steel,436.81,2235,0,OP008,95.16764721
111.49,0.144,0.51,2.53,HSS,Steel,496.34,899,0,OP019,156.0713109
90.17,0.469,0.92,0.57,Ceramic,Steel,410.38,2741,1,OP018,310.3145925
96.64,0.102,0.99,0.17,HSS,Steel,101.58,1511,0,OP013,5517.508651
121.27,0.418,0.65,1.4,Ceramic,Aluminum,466.36,1639,0,OP013,134.6983937
93.34,0.221,0.92,0.79,HSS,Steel,149.81,2264,0,OP019,491.8540581
274.19,0.445,0.72,0.24,Ceramic,Aluminum,214.36,2552,0,OP012,1848.47191
70.06,0.441,0.97,2.2,Ceramic,Steel,496.96,1091,1,OP017,70.04555762
181.13,0.413,0.56,0.42,Carbide,Brass,335.82,2153,0,OP012,584.7619048
152.6,0.406,1.11,1.86,Ceramic,Aluminum,520.17,1480,1,OP013,224.3047831
295.59,0.187,0.63,0.92,Ceramic,Brass,151.43,1422,0,OP012,1082.432574
78.01,0.086,0.69,0.6,Carbide,Steel,376.43,2225,0,OP019,1043.156977
149.46,0.231,0.45,1.2,HSS,Steel,77.76,1468,1,OP014,242.6298701
292.37,0.128,0.49,2.42,Carbide,Steel,396.54,1365,0,OP007,462.4912836
266.38,0.363,0.81,1.24,Carbide,Aluminum,464.64,2590,1,OP013,479.3561717
254.27,0.206,0.61,2.28,HSS,Brass,363.41,753,1,OP006,330.2348407
114.48,0.489,1.07,0.46,Ceramic,Aluminum,181.75,2190,1,OP019,544.5612163
92.72,0.338,0.41,2.34,HSS,Aluminum,47.87,1122,0,OP019,48.06453244
217.16,0.42,0.7,0.79,Ceramic,Steel,98.09,539,0,OP004,458.1434599
282.34,0.11,0.67,2.06,Ceramic,Brass,384.71,917,0,OP019,834.8093557
189.19,0.438,0.42,1.74,HSS,Steel,562.62,2017,0,OP009,104.2615336
192.9,0.465,0.5,2.79,Carbide,Aluminum,147.72,2273,1,OP016,74.34385478
119.99,0.269,0.73,1.22,HSS,Steel,448.96,553,0,OP004,266.9044427
242.37,0.323,0.79,0.29,Ceramic,Brass,523.88,591,0,OP006,2044.115512
96.76,0.394,0.72,0.16,HSS,Steel,326.9,2756,1,OP008,1105.126904
130.92,0.129,0.82,2.5,HSS,Brass,411.48,683,1,OP016,332.8818605
156.36,0.276,0.88,1.62,Ceramic,Brass,494.56,2735,0,OP005,307.740204
176.9,0.229,0.41,2.35,Carbide,Steel,178.58,1070,1,OP010,134.7746911
110.6,0.116,0.77,0.78,HSS,Aluminum,199.23,2350,1,OP013,941.22458
78.71,0.215,1.17,1.1,Ceramic,Steel,30.36,1274,1,OP014,389.389852
202.66,0.081,0.82,0.19,Ceramic,Aluminum,578.96,2647,1,OP007,10797.9987
122.16,0.062,0.94,2.89,HSS,Aluminum,553,2251,1,OP020,640.8661681
195.31,0.111,0.65,2.04,Carbide,Steel,465.8,1505,0,OP006,560.6407878
88.59,0.483,1.02,2.81,HSS,Aluminum,75.07,691,0,OP007,66.57810393
170.29,0.297,1.02,0.87,Carbide,Aluminum,285.08,2332,0,OP005,672.2233833
183.15,0.485,0.82,1.87,Carbide,Steel,88.08,2042,0,OP018,165.5912674
62.96,0.245,1.18,2.07,Carbide,Steel,39.07,507,0,OP012,146.4907818
134.15,0.19,0.5,1.02,Carbide,Steel,381.22,524,0,OP006,346.1042312
83.6,0.278,0.41,2.56,HSS,Aluminum,577.67,2522,0,OP001,48.16209532
65.84,0.248,1.02,2.85,Ceramic,Brass,544.63,1148,1,OP004,95.01528014
297.49,0.098,1.05,2.67,Ceramic,Aluminum,427.15,2090,0,OP019,1193.780096
130.59,0.338,0.5,2.24,Ceramic,Brass,85.09,1636,0,OP012,86.24128276
252.47,0.147,0.61,0.9,Ceramic,Steel,186.27,2659,0,OP015,1164.071807
113.66,0.329,0.41,0.92,Ceramic,Brass,212.43,2792,1,OP003,153.9599577
220.38,0.343,0.63,2.89,Ceramic,Steel,465,2992,0,OP020,140.0621425
240.06,0.118,1.02,0.13,HSS,Steel,487.28,884,0,OP008,15962.26858
198.91,0.078,0.81,2.18,Carbide,Brass,249.51,2657,1,OP011,947.5247001
167.89,0.401,0.68,2.15,Ceramic,Steel,268.19,1165,0,OP016,132.4191846
152.96,0.257,0.7,1.91,HSS,Brass,55.37,1977,0,OP009,218.126999
137.22,0.076,0.4,2.97,Ceramic,Steel,194.81,1764,1,OP003,243.1685274
282.38,0.498,0.64,1,Ceramic,Aluminum,287.23,545,0,OP005,362.897992
257.65,0.076,0.92,1.09,Carbide,Aluminum,96.68,2832,1,OP020,2861.395461
291.26,0.363,1.18,0.33,Carbide,Steel,288.36,696,0,OP014,2869.077552
81.07,0.493,1.08,1.38,Carbide,Steel,516.31,2221,0,OP015,128.6938883
232.72,0.158,0.42,0.86,Ceramic,Brass,361.35,2463,0,OP006,719.3288195
284.59,0.114,1.12,1.1,Ceramic,Aluminum,74.99,2488,1,OP004,2541.792663
95.31,0.105,1.03,2.52,Ceramic,Brass,139.25,839,1,OP008,371.0102041
66.62,0.186,1.02,2.81,Carbide,Steel,300.49,1619,1,OP019,130.0126277
235.28,0.095,0.77,0.64,HSS,Steel,236.05,2574,0,OP005,2979.697368
193.62,0.361,0.72,1.18,Ceramic,Brass,234.47,1257,0,OP013,327.2604348
260.46,0.078,0.64,2.79,Ceramic,Steel,331.68,1669,1,OP016,765.9884202
84.94,0.279,0.45,0.28,Ceramic,Aluminum,363.11,1182,1,OP001,489.2857143
248.82,0.499,0.58,0.37,HSS,Brass,484.21,1659,0,OP013,781.6476196
100.41,0.416,0.6,0.57,Ceramic,Aluminum,224.35,2720,0,OP011,254.0738866
90.91,0.327,0.79,1.83,HSS,Aluminum,489.12,1638,0,OP008,120.0162096
91.07,0.188,1,0.54,Ceramic,Aluminum,223.01,1890,0,OP008,897.0646178
253.64,0.331,0.78,2.91,HSS,Brass,61.6,1510,1,OP014,205.3957081
216.3,0.287,0.45,1.4,Ceramic,Steel,345.89,1650,0,OP013,242.2473868
180.77,0.242,1.17,1.55,Carbide,Aluminum,365.1,538,0,OP003,563.8520395
139.71,0.109,1.15,0.82,Carbide,Aluminum,562.69,1209,0,OP004,1797.56657
269.3,0.449,1.03,1.47,Carbide,Aluminum,443.85,1591,0,OP020,420.2521098
148.11,0.252,1.19,2.02,Carbide,Steel,553.13,2084,0,OP015,346.2417492
254.15,0.138,0.84,2.28,Ceramic,Steel,547.76,1625,0,OP015,678.5087719
159.78,0.215,1.17,2.29,Carbide,Brass,374.61,1345,0,OP013,379.6945263
144.24,0.236,0.46,1.78,HSS,Steel,330.82,1470,1,OP009,157.9470577
165.67,0.422,0.69,2.72,Carbide,Brass,347.74,1106,1,OP010,99.58905422
125.34,0.38,0.58,2.47,Carbide,Brass,587.65,2811,1,OP012,77.45280205
236.9,0.396,0.56,2.3,Carbide,Brass,470.71,1804,0,OP014,145.6565657
175.68,0.055,0.51,0.26,Ceramic,Brass,90.57,534,1,OP001,6265.51049
108.05,0.237,0.9,0.12,Carbide,Brass,473.7,549,0,OP014,3419.303797
274.89,0.267,1.03,0.72,HSS,Aluminum,127.21,2932,0,OP014,1472.829276
145.97,0.059,0.86,2.02,Carbide,Steel,284.99,1054,0,OP008,1053.315993
185.89,0.167,0.52,1.29,Carbide,Aluminum,149.96,2514,0,OP016,448.6970246
276.62,0.392,1.05,1.27,Carbide,Brass,423.06,646,1,OP014,583.4223847
206.06,0.112,0.91,2.67,HSS,Steel,530.07,2803,0,OP001,627.0552434
79.22,0.291,0.71,2.7,Carbide,Aluminum,195.51,2686,0,OP016,71.58737432
284.96,0.147,0.94,2.74,HSS,Aluminum,76.75,1928,1,OP018,665.0340136
206.93,0.055,0.61,1.01,HSS,Brass,200.14,522,1,OP007,2272.318632
133.73,0.159,0.68,2.1,Carbide,Aluminum,413.25,1145,1,OP015,272.3462114
84.82,0.489,1.13,0.89,HSS,Aluminum,217.39,1517,0,OP017,220.2306932
248.51,0.411,0.63,0.65,Ceramic,Aluminum,188.52,1650,1,OP019,586.0426727
205.02,0.482,0.78,0.64,Carbide,Aluminum,135.13,1244,0,OP013,518.3985996
183.37,0.27,1.11,1.09,Carbide,Aluminum,313.58,582,0,OP009,691.6095821
273.47,0.099,0.97,1.35,HSS,Brass,187.29,1975,1,OP015,1984.780397
247.15,0.297,0.45,2.51,HSS,Brass,446.68,1810,1,OP003,149.1911143
87.92,0.254,0.52,0.45,Carbide,Aluminum,73.67,1208,1,OP001,399.9860017
127.93,0.43,0.41,2.23,Ceramic,Brass,408.5,595,0,OP016,54.69944728
112.12,0.094,0.9,1.64,HSS,Brass,165.41,2986,0,OP008,654.566684
235.99,0.27,0.76,0.94,HSS,Steel,308.89,1705,0,OP013,706.6682427
58.38,0.118,0.51,1.53,Ceramic,Aluminum,193.07,2390,0,OP008,164.9152542
192.47,0.196,1.17,0.97,Ceramic,Brass,441.98,1631,0,OP017,1184.461919
240.61,0.382,0.82,1.83,Carbide,Brass,568.83,608,0,OP014,282.2364318
269.19,0.264,0.59,1.36,Ceramic,Aluminum,552.73,1274,1,OP007,442.3521056
135.52,0.219,0.8,0.58,Carbide,Steel,362.55,1300,0,OP015,853.5348764
255.31,0.228,0.94,0.44,Ceramic,Aluminum,293.69,2596,1,OP016,2392.258772
77.66,0.257,0.46,1.69,HSS,Steel,496.43,2136,1,OP019,82.24990215
261.61,0.403,0.62,2.72,Carbide,Aluminum,419.5,1189,1,OP006,147.969457
81.87,0.451,1.05,1.1,Carbide,Aluminum,134.63,2919,1,OP001,173.2785729
149.32,0.48,0.77,2.23,Carbide,Aluminum,497.92,1304,1,OP012,107.4144245
249.32,0.404,0.84,2.01,Ceramic,Aluminum,274.46,2996,0,OP018,257.9045367
87.48,0.192,0.75,2.8,HSS,Steel,137.72,2990,0,OP016,122.0424107
107.31,0.36,0.44,2.48,Carbide,Steel,190.62,978,0,OP012,52.88575269
230.56,0.247,0.53,1.74,Carbide,Brass,182.49,1282,0,OP020,284.3240728
230.01,0.165,0.76,2.01,Carbide,Aluminum,325.95,1715,1,OP013,527.0845771
210.29,0.428,0.57,2.71,Carbide,Steel,163.59,2160,1,OP008,103.3428458
223.49,0.067,0.44,1.26,HSS,Steel,100.43,1820,1,OP001,1164.837716
185.68,0.456,1.07,1.05,Ceramic,Steel,100.5,2924,0,OP007,414.9490393
112.95,0.258,1.18,0.13,HSS,Aluminum,362.47,2310,0,OP015,3973.792487
136.42,0.337,1.03,2.5,Carbide,Brass,448.81,1030,0,OP013,166.7805341
95.4,0.347,1.08,2.42,HSS,Steel,213.27,763,0,OP013,122.6951199
277.11,0.453,0.59,0.4,Carbide,Aluminum,49.75,2221,1,OP009,902.2897351
195.85,0.337,1.17,1.77,Ceramic,Steel,102.52,896,1,OP015,384.1548056
150.21,0.326,0.56,1.45,Ceramic,Steel,551.38,2469,0,OP004,177.9513433
165.5,0.08,1.16,0.44,Ceramic,Brass,311.32,1278,0,OP013,5453.977273
286.82,0.283,1.2,2.94,Carbide,Steel,288.54,1317,1,OP012,413.6727483
88.34,0.118,0.97,0.72,HSS,Steel,51.69,527,1,OP005,1008.589925
196.56,0.382,1.18,0.29,Ceramic,Aluminum,445.32,2253,1,OP007,2093.706445
176.47,0.28,0.86,1.83,Carbide,Aluminum,331,783,1,OP008,296.1830601
202.86,0.356,0.61,2.24,Carbide,Brass,145.19,2432,0,OP005,155.1773174
54.53,0.069,0.75,0.19,HSS,Aluminum,92.74,1730,1,OP009,3119.565217
268.03,0.088,0.87,2.01,Ceramic,Aluminum,248.53,2461,1,OP014,1318.329376
283.03,0.372,0.46,1.64,Carbide,Brass,507.18,1960,1,OP012,213.4044715
191.28,0.082,0.9,0.4,HSS,Steel,523.22,706,1,OP004,5248.536585
224.16,0.082,1.18,0.6,Ceramic,Brass,373.62,2414,0,OP020,5376.195122
280.62,0.055,0.55,1.75,HSS,Aluminum,444.7,674,0,OP008,1603.542857
226.81,0.48,1.03,0.96,HSS,Brass,95.64,1697,0,OP017,506.9754774
88.13,0.382,1.13,2.82,Carbide,Steel,365.23,931,0,OP008,92.44634436
194.07,0.209,1.15,2.47,Carbide,Brass,410.17,2381,0,OP001,432.3276447
201.68,0.183,1.17,2.95,Carbide,Aluminum,144.41,2779,0,OP020,437.0947485
156.03,0.207,0.82,0.85,HSS,Aluminum,531.69,1885,1,OP002,727.1645354
234.11,0.399,1.18,2.91,Carbide,Brass,141.15,1818,1,OP004,237.9228139
283.59,0.348,1.01,1.35,HSS,Steel,208.68,2410,1,OP001,609.6762452
281.39,0.133,0.53,1.11,HSS,Brass,383.72,513,1,OP007,1010.20592
162.71,0.128,0.78,0.25,Carbide,Steel,393.86,2794,0,OP001,3966.05625
78.31,0.094,0.97,0.25,Ceramic,Steel,428.65,994,1,OP009,3232.370213
296.21,0.347,0.6,2.11,Ceramic,Brass,93.85,2960,0,OP003,242.7387082
259.72,0.394,0.91,1.43,Ceramic,Steel,514.19,2341,1,OP012,419.4831564
81.17,0.169,0.93,0.76,HSS,Aluminum,333.72,2436,1,OP019,587.7304578
280.21,0.059,0.53,1.88,HSS,Brass,298.65,2141,1,OP015,1338.904616
267.47,0.087,0.85,0.83,HSS,Steel,589.23,1679,0,OP016,3148.448968
179.71,0.486,1.02,1.78,Carbide,Aluminum,452.02,1929,1,OP010,211.8927729
197.82,0.183,0.8,1.14,HSS,Brass,97.26,616,0,OP006,758.5849871
149.75,0.396,0.41,2.49,Carbide,Aluminum,461.23,2060,0,OP017,62.26674374
63.69,0.331,0.41,2.48,Carbide,Aluminum,84.29,2065,1,OP017,31.81086151
133.8,0.222,0.69,1.48,Ceramic,Aluminum,45.66,2728,0,OP019,280.9897736
250.71,0.143,1.14,1.12,Ceramic,Steel,260.07,1764,0,OP018,1784.524226
51.16,0.105,0.58,1.15,Ceramic,Brass,596.34,693,1,OP011,245.7374741
133.37,0.327,0.91,2.44,Carbide,Brass,129.68,1265,1,OP007,152.1114704
149.54,0.399,0.58,1.05,Carbide,Steel,413.41,2139,1,OP010,207.025182
184.35,0.34,0.66,0.71,Carbide,Brass,128.84,1098,1,OP007,504.0223695
279.96,0.289,1.08,0.35,HSS,Aluminum,443.13,1201,1,OP005,2989.192289
136.59,0.069,0.98,1.45,Carbide,Brass,318.05,2551,1,OP012,1337.913043
136.74,0.486,0.48,1.5,Ceramic,Steel,417.58,1961,0,OP016,90.0345679
234.38,0.409,0.74,2.54,Ceramic,Aluminum,145.64,1771,1,OP018,166.9533912
163.05,0.182,0.42,0.74,Carbide,Steel,455.01,1296,1,OP003,508.4719335
106.15,0.491,0.78,1.2,Carbide,Aluminum,597.5,2327,0,OP020,140.5244399
163.11,0.321,0.93,2.44,Ceramic,Aluminum,409.42,1219,1,OP015,193.6728206
85.21,0.312,0.49,2.49,Carbide,Brass,311.28,2343,0,OP005,53.74433632
94.1,0.387,0.63,1.22,Ceramic,Aluminum,556.21,675,1,OP013,125.5623332
174.59,0.415,0.72,1.43,HSS,Steel,39.04,2661,1,OP019,211.8203724
154.73,0.345,1.14,0.98,Ceramic,Brass,446.06,1749,0,OP012,521.7160603
278.71,0.108,1.19,2.8,HSS,Steel,536.59,1596,1,OP005,1096.775463
140.6,0.202,0.44,0.44,Carbide,Aluminum,65.15,2028,0,OP006,696.039604
195.15,0.468,1.01,2.81,Carbide,Steel,286.54,2060,1,OP007,149.8779542
208.07,0.151,0.7,2.08,HSS,Steel,146.69,830,1,OP010,463.7321701
53.27,0.217,0.71,1.64,Carbide,Aluminum,352.92,2391,0,OP016,106.2765539
215.88,0.244,1,0.19,HSS,Brass,400.24,1190,1,OP008,4656.600518
94.51,0.248,1.13,1.48,Carbide,Steel,202.5,2762,1,OP009,290.9663797
290.27,0.326,1.16,1.28,Ceramic,Aluminum,292.19,2545,0,OP004,806.923888
87.17,0.474,0.86,0.57,Carbide,Brass,189.22,1366,1,OP008,277.4676142
153.66,0.158,0.69,2,Ceramic,Brass,240.55,2519,0,OP007,335.5234177
71.34,0.105,1.03,2.92,Ceramic,Brass,120.94,1391,1,OP015,239.6614481
299.22,0.139,0.6,1.73,HSS,Steel,534.77,752,0,OP003,746.587932
175.55,0.449,0.85,2.17,Carbide,Steel,35.71,2905,1,OP017,153.1488305
198.85,0.341,0.69,0.3,HSS,Steel,532.97,2132,0,OP011,1341.217009
66.77,0.179,0.93,1.31,Carbide,Brass,355.86,1640,0,OP009,264.8134249
237.49,0.417,0.59,0.44,Ceramic,Steel,219.04,1494,1,OP005,763.67506
102.48,0.438,0.55,1.88,Ceramic,Aluminum,442.14,1312,1,OP010,68.44943165
274.51,0.431,1.13,2.82,Carbide,Steel,319.42,2954,0,OP015,255.2173734
101.28,0.464,0.48,2.02,Carbide,Steel,314.49,837,1,OP014,51.86753158
97.67,0.164,0.8,0.32,HSS,Brass,92.78,1287,0,OP004,1488.871951
59.14,0.39,0.58,1.13,Carbide,Steel,252.02,1714,1,OP020,77.83344679
168.02,0.257,0.43,1.7,Carbide,Aluminum,167.41,1695,1,OP002,165.3664454
191.21,0.429,0.43,1.27,Carbide,Brass,38.95,1678,0,OP012,150.9100086
66.43,0.378,0.54,2.52,HSS,Aluminum,235.26,939,0,OP001,37.65873016
243.88,0.399,1.09,2.46,Carbide,Brass,81.2,862,1,OP020,270.8286978
163.32,0.345,0.63,1.87,Ceramic,Brass,176.39,1137,1,OP005,159.484771
181.1,0.13,1.16,1.18,HSS,Steel,82.73,2786,1,OP006,1369.46545
160.19,0.295,0.87,0.84,HSS,Aluminum,87.54,783,1,OP011,562.4104116
150.19,0.493,0.75,0.41,Ceramic,Brass,143.44,2394,1,OP008,557.2774947
189.91,0.472,0.86,1.13,Ceramic,Steel,599.91,2394,0,OP007,306.2145643
88.81,0.069,0.81,1.3,Ceramic,Brass,31.24,2524,1,OP004,801.9632107
95.48,0.124,1.01,2.06,Carbide,Brass,394.04,2717,1,OP006,377.5242718
265.45,0.109,0.63,2.01,Ceramic,Brass,110.51,1158,0,OP016,763.3095988
286.53,0.377,0.68,0.3,Carbide,Brass,554.76,1061,0,OP020,1722.72679
143.33,0.418,1.12,1.25,HSS,Brass,83.37,1664,0,OP015,307.2336842
117.69,0.146,1.16,0.63,HSS,Brass,574.39,1163,1,OP014,1484.240052
211,0.278,1.11,0.55,Ceramic,Steel,378.23,2336,0,OP012,1531.785481
152.18,0.428,0.74,2.5,Carbide,Brass,30.72,2090,0,OP012,105.2459813
56.35,0.38,1.02,0.22,Ceramic,Aluminum,539.58,2687,0,OP016,687.5239234
89.04,0.294,0.78,1.32,Ceramic,Steel,327.38,707,0,OP015,178.961039
228.99,0.316,0.8,0.59,Carbide,Aluminum,179.72,2788,1,OP013,982.5788457
214.73,0.279,0.56,2.65,Ceramic,Brass,467.35,1233,1,OP011,162.6412389
56.77,0.184,0.87,1.72,HSS,Aluminum,558.2,1727,1,OP017,156.0600986
105.49,0.304,0.55,0.77,Ceramic,Brass,305.7,1597,0,OP015,247.8618421
107.77,0.36,0.67,1.56,Carbide,Brass,209.87,2401,0,OP014,128.5717593
217.97,0.443,1.08,2.22,Carbide,Steel,479.7,1551,0,OP010,239.3667256
54.93,0.336,0.57,2.88,HSS,Steel,418.62,2859,0,OP012,32.35584077
76.03,0.393,0.46,0.74,Carbide,Brass,536.59,2756,0,OP016,120.2592669
249.98,0.122,0.46,2.67,Carbide,Steel,424.73,2680,0,OP015,353.0140603
94.64,0.258,1.15,2.81,HSS,Aluminum,168.81,678,1,OP010,150.122762
213.19,0.054,0.81,2.76,Ceramic,Steel,561.05,2636,1,OP004,1158.641304
109.55,0.161,0.73,1.94,HSS,Steel,89.76,2454,0,OP009,256.0398924
74.86,0.377,1.05,1.93,Ceramic,Aluminum,182.73,759,1,OP020,108.0290265
110.79,0.496,1.07,1.27,HSS,Steel,326.51,769,0,OP009,188.1910401
230.57,0.095,0.67,2.28,Ceramic,Brass,352.47,753,0,OP020,713.2128347
263.92,0.231,0.95,1.64,HSS,Aluminum,38.73,528,1,OP011,661.8202935
257.55,0.41,1.02,2.06,Ceramic,Brass,474.93,1872,0,OP011,311.0359934
149.3,0.142,0.92,1.34,HSS,Aluminum,236.12,2933,1,OP007,721.8625184
217.02,0.3,0.52,2.22,Ceramic,Brass,261.66,1597,0,OP010,169.445045
101.25,0.38,1.1,2.49,HSS,Brass,491.34,1852,0,OP004,117.7076728
123.29,0.327,0.83,0.52,Carbide,Steel,246.19,2920,1,OP005,601.8036932
274.08,0.135,0.63,2.52,Ceramic,Brass,56.92,1138,0,OP005,507.5555556
53.25,0.21,0.74,1.67,HSS,Steel,130.57,2646,0,OP011,112.3609923
71.38,0.403,0.43,2.55,Ceramic,Aluminum,574.86,1866,0,OP009,29.86756191
101.97,0.299,0.5,1.35,Ceramic,Brass,70.13,1924,1,OP016,126.309922
56.63,0.052,1.01,1.2,HSS,Brass,232.31,1358,0,OP009,916.6073718
95.36,0.392,0.4,2.75,Ceramic,Aluminum,316.81,1904,0,OP004,35.38404453
195.76,0.066,0.73,0.83,HSS,Aluminum,311.17,683,0,OP002,2608.703907
155.36,0.386,0.82,2.55,Carbide,Brass,32.26,2412,1,OP014,129.4272072
273.17,0.141,0.44,1.5,Ceramic,Aluminum,315.66,1212,1,OP003,568.2969267
254.36,0.481,1.18,1.59,Carbide,Steel,248.75,2719,1,OP018,392.4538762
135.45,0.216,0.58,0.99,Ceramic,Aluminum,584.09,1420,1,OP006,367.3821549
114.86,0.197,0.64,1.76,Ceramic,Aluminum,120.72,857,1,OP011,212.0166128
144.92,0.117,0.64,1.04,Ceramic,Brass,231.87,2240,0,OP018,762.2353715
197.57,0.188,0.58,0.21,HSS,Steel,269.1,911,1,OP012,2902.497467
117.02,0.444,0.4,0.89,Carbide,Aluminum,252.7,2384,1,OP005,118.4532847
206.04,0.498,0.98,0.12,Ceramic,Steel,409.52,2920,0,OP009,3378.835341
152.35,0.216,1.17,2.94,HSS,Steel,152.84,2449,1,OP020,280.6901927
188.01,0.252,0.58,2.9,Ceramic,Steel,156.01,556,0,OP018,149.2142857
159.03,0.375,0.93,1.25,HSS,Brass,445.65,2000,1,OP019,315.51552
123.62,0.449,0.99,2.21,Ceramic,Aluminum,315.17,2239,0,OP003,123.3347106
287.11,0.317,1.08,1.1,Carbide,Brass,266.64,2564,0,OP009,889.2423286
240.9,0.226,0.74,2.05,Carbide,Aluminum,126.45,640,1,OP004,384.7744442
85.03,0.236,0.64,2.44,Ceramic,Aluminum,136.89,1700,1,OP017,94.5040289
267.12,0.363,0.66,2.85,HSS,Brass,36.01,1838,0,OP017,170.4114833
171.86,0.051,0.97,1.26,Ceramic,Steel,82.11,923,0,OP002,2594.21413
273.64,0.329,1.05,2.37,HSS,Steel,347.4,1306,0,OP009,368.4890924
249.96,0.21,0.55,0.87,Ceramic,Aluminum,538.37,1601,0,OP009,752.4794745
156.3,0.407,0.7,2.97,HSS,Brass,193.68,2583,0,OP005,90.5119996
55.62,0.092,1.12,0.17,Carbide,Steel,216.82,2824,0,OP015,3983.017903
117.17,0.315,1.05,1.85,Ceramic,Steel,95.9,2071,0,OP015,211.1171171
185.41,0.266,1.19,2.01,Carbide,Aluminum,251.52,1487,1,OP003,412.669547
208.37,0.339,1,2.1,Carbide,Aluminum,51.22,1135,0,OP019,292.6956033
114.47,0.079,0.71,0.45,Ceramic,Brass,553.03,2955,1,OP003,2286.180028
84.84,0.311,0.87,2.82,Ceramic,Aluminum,413.67,2958,1,OP006,84.16090853
258.73,0.303,0.93,0.63,HSS,Steel,594.73,2812,0,OP004,1260.510765
296.1,0.302,0.46,1.91,HSS,Steel,533.21,2464,0,OP013,236.132589
181.42,0.322,0.84,0.75,Carbide,Steel,299.6,1314,1,OP013,631.026087
92.92,0.354,0.97,0.99,HSS,Steel,326.22,2543,0,OP011,257.1831307
118.08,0.412,0.53,1.68,HSS,Brass,138.63,1522,0,OP005,90.41608877
54.6,0.171,1.02,1.31,Ceramic,Brass,293.36,1317,1,OP001,248.6139012
278.57,0.421,0.87,0.56,HSS,Aluminum,544.73,2362,1,OP009,1027.97718
79.44,0.274,1.16,0.6,Carbide,Aluminum,58.99,699,1,OP017,560.5255474
